x,y
2.00310694388,2.86330547845
2.0041967073,2.64768344049
1.9963020194,2.43144793141
1.98641137084,2.20171131306
1.9800959609,2.00091490844
1.97196765819,1.77718306777
1.96083318023,1.56133227222
1.95441744325,1.33669409096
1.95339469178,1.12554474406
1.94516202456,0.89542093916
1.93318480566,0.655135761612
1.92047317276,0.442376665046
1.9056161175,0.241986755189
1.88207664519,0.0225431929324
1.85694671678,-0.179727810409
1.82362090389,-0.451878058285
1.79433528082,-0.696492000193
1.76611003061,-0.922150875167
1.74523046165,-1.12644442241
1.73188044091,-1.35258805641
1.71467747014,-1.57031517086
1.70153929901,-1.79080457489
1.68286524727,-1.9909041097
1.66245185836,-2.21174550115
1.64266021718,-2.43134309693
1.62683321838,-2.63971016606
1.61077818912,-2.85108734632
1.5966317805,-3.05918966054
1.58243337846,-3.28066457028
1.56748508396,-3.49391826694
1.552188431,-3.71165027109
1.54056638863,-3.92231431716
1.52868046111,-4.13097354226
1.51704886984,-4.34625075996
1.50933822049,-4.57843926164
1.50264610666,-4.79699596984
1.49637476955,-5.00658967217
1.49380920135,-5.21851267218
1.49002422379,-5.42015305181
1.48385876132,-5.62299781554
1.48034309111,-5.83959194958
1.48033964739,-6.06197774316
1.48224612451,-6.29121040791
1.47620576356,-6.49876953742
1.46394515063,-6.72257515191
1.45689291011,-6.93457703225
1.44442798432,-7.19982045087
1.42504856076,-7.4428290602
1.39089376385,-7.65430359525
1.36039730358,-7.89532499745
1.33714884723,-8.10250906843
1.30042465906,-8.3158903011
1.25978380367,-8.52707373298
1.21078009304,-8.76213214359
1.16736264018,-8.97521073316
1.12304384927,-9.17530074631
1.07865831909,-9.39225506773
1.03641779613,-9.61096927099
0.995823042924,-9.81346934356
0.963014318377,-10.020669816
0.95783975724,-10.2352771421
0.970690172171,-10.4482202094
1.02481546674,-10.6581869831
1.11637927801,-10.8511156049
1.23849918408,-11.0120151039
1.38693753174,-11.1678389353
1.51597201575,-11.331584361
1.66566619691,-11.474683403
1.8509505245,-11.5787309493
2.0506827313,-11.6342706417
2.29387342324,-11.6481399184
2.50503327967,-11.6782478895
2.71051327107,-11.7180008263
2.91330778744,-11.7464460929
3.1235729681,-11.7798466859
3.32704524445,-11.8121595976
